,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,,VASCULAR SURGERY,id
0,Dr. Yannis Papadopoulos,67 Leof. Syggrou,Komotini,,691 00,+30 25310 218196,41.100871,25.388548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000
11,Dr. Aggeliki Papadopoulos,130 Odós Mitropoleos,Zakynthos,,291 00,+30 26950 154303,37.79852,20.913378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30011
12,Dr. Nikos Katsaros,199 Odós Eleftheriou Venizelou,Larissa,,412 21,+30 241 227824,39.640107,22.423264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30012
13,Dr. Panagiotis Mitsakis,187 Odós 25 Martiou,Agrinio,,302 00,+30 26410 657871,38.611516,21.390361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30013
14,Dr. Giorgos Vasiliou,63 Odós Papandreou,Karditsa,,431 00,+30 24410 301031,39.380917,21.935385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30014
15,Dr. Nikos Karalis,76 Odós Korai,Serres,,621 00,+30 23210 382997,41.07482,23.546419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30015
16,Dr. Katerina Papanikolaou,29 Odós Eleftherias,Ioannina,,452 21,+30 2651 566701,39.650025,20.861329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30016
17,Dr. Yannis Economou,53 Odós Eleftheriou Venizelou,Agrinio,,302 00,+30 26410 726247,38.611592,21.424731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30017
18,Dr. Anna Mitsakis,17 Odós Eleftheriou Venizelou,Ioannina,,452 21,+30 2651 013267,39.666854,20.866786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30018
19,Dr. Dimitris Vlachos,5 Odós Ethnikis Antistaseos,Naxos,,843 00,+30 22850 474687,37.091192,25.366568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30019
20,Dr. Dimitris Vasiliou,20 Odós Filellinon,Kilkis,,611 00,+30 23410 009788,40.977397,22.892431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30020
21,Dr. Nikos Vlachos,157 Odós Ermou,Larissa,,412 21,+30 241 361939,39.642781,22.423775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30021
22,Dr. Katerina Vasiliou,138 Odós Filellinon,Tripoli,,221 00,+30 2710 435346,37.493835,22.38532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30022
23,Dr. Anna Stavrou,7 Odós Dimokratias,Larissa,,412 21,+30 241 991183,39.639235,22.404298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30023
24,Dr. Maria Georgiou,99 Odós 25 Martiou,Serres,,621 00,+30 23210 278498,41.065413,23.560184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30024
25,Dr. Petros Kostopoulos,72 Odós Akadimias,Kalamata,,241 00,+30 2721 182449,37.027025,22.107915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30025
26,Dr. Vasilis Karalis,69 Leof. Vasileos Konstantinou,Katerini,,601 00,+30 23510 164005,40.299845,22.508485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30026
27,Dr. Vasilis Vlachos,146 Odós Eleftherias,Glyfada,,166 74,+30 210 801128,37.854641,23.745369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30027
28,Dr. Ioanna Ioannou,37 Leof. Vasileos Konstantinou,Kallithea,,176 75,+30 210 450533,37.954677,23.706147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30028
29,Dr. Ioanna Alexandrou,65 Odós Nikis,Rhodes,,851 00,+30 22410 260256,36.446989,28.232163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30029
30,Dr. Andreas Christodoulou,206 Odós Akadimias,Chios,,821 00,+30 22710 607337,38.360986,26.148521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30030
31,Dr. Andreas Economou,173 Odós Kifisias,Thessaloniki,,546 36,+30 231 654145,40.645759,22.940387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30031
32,Dr. Ioanna Stavrou,34 Odós Pavlou Mela,Thessaloniki,,546 36,+30 231 294019,40.637483,22.953542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30032
33,Dr. Eleni Alexandrou,34 Odós Ethnikis Antistaseos,Lamia,,351 00,+30 22310 934060,38.900797,22.44556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30033
34,Dr. Panagiotis Theodorou,22 Odós Filellinon,Kallithea,,176 75,+30 210 951484,37.954676,23.705047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30034
35,Dr. Petros Mitsakis,54 Odós Eleftherias,Kalamata,,241 00,+30 2721 629946,37.040517,22.094216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30035
36,Dr. Petros Papanikolaou,206 Odós Papandreou,Kallithea,,176 75,+30 210 957773,37.948447,23.723749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30036
37,Dr. Michalis Georgiou,136 Odós Sklavainas,Alexandroupoli,,681 00,+30 25510 513433,40.835694,25.855849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30037
38,Dr. Dora Kontos,121 Odós Eleftherias,Larissa,,412 21,+30 241 936763,39.624903,22.426505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30038
39,Dr. Yannis Alexandrou,50 Odós Riga Feraiou,Kozani,,501 00,+30 24610 708317,40.285334,21.781886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30039
40,Dr. Katerina Papadopoulos,153 Odós Agiou Dimitriou,Athens,,115 27,+30 210 3496251,38.00625,23.713165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30040
41,Dr. Michalis Kontos,284 Odós Nikis,Athens,,115 27,+30 210 5186982,37.962689,23.740638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30041
42,Dr. Panagiotis Stavrou,165 Odós Mitropoleos,Athens,,115 27,+30 210 7508600,38.010214,23.749746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30042
43,Dr. Despina Vlachos,147 Odós Akadimias,Athens,,115 27,+30 210 6192638,37.98956,23.752288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30043
44,Dr. Eleni Nikolaidis,119 Odós Akadimias,Athens,,115 27,+30 210 7382496,37.984894,23.75502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30044
45,Dr. Dimitris Vlachos,155 Odós Mitropoleos,Athens,,115 27,+30 210 2358526,37.973226,23.700459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30045
46,Dr. Anna Georgiou,199 Odós Nikis,Athens,,115 27,+30 210 0538179,37.957492,23.735066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30046
47,Dr. Eleni Kontos,216 Odós Papandreou,Athens,,115 27,+30 210 3518217,37.963697,23.755537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30047
48,Dr. Andreas Papanikolaou,84 Odós Nikis,Athens,,115 27,+30 210 4281802,37.953991,23.727264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30048
49,Dr. Michalis Kontos,50 Odós Pavlou Mela,Athens,,115 27,+30 210 8617623,38.008936,23.708559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30049
50,Dr. Maria Stavrou,91 Odós Eleftherias,Athens,,115 27,+30 210 2298368,37.995313,23.716998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30050
51,Dr. Nikos Karagiannis,100 Odós Panepistimiou,Athens,,115 27,+30 210 9328359,37.971338,23.729796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30051
52,Dr. Dimitris Christodoulou,219 Leof. Vasileos Konstantinou,Athens,,115 27,+30 210 5889112,37.976073,23.740014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30052
53,Dr. Dimitris Christodoulou,228 Odós Agiou Dimitriou,Athens,,115 27,+30 210 6479447,37.982624,23.713408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30053
54,Dr. Giorgos Economou,177 Leof. Alexandras,Athens,,115 27,+30 210 0101936,37.983232,23.713857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30054
